Room,Door,Lead to,Logic,Status,Notes,,Original (before Aloha edits),Final Logic ?
Summit 22,Summit22CenterRight,Summit23CenterLeft,"((Summit22UpperLeft | Summit22CenterLeft | Summit22UpperRight) + (WALL_DASH | high_jump | (double_jump + wall_grab))
| (Summit22LowerLeft | Summit22LowerRight) + (high_jump | (double_jump + wall_grab))) 
+ Summit23Upper_Lever",In Progress,,"I dont think having + location logic was intended in this case, changed it to an | 
Added high_jump as an option
Added Summit22LowerRight & Summit22LowerLeft",((Summit22UpperLeft | Summit22CenterLeft + Summit22UpperRight) + Summit23Upper_Lever) + (WALL_DASH | (double_jump + wall_grab)),"((Summit22UpperLeft | Summit22CenterLeft | Summit22UpperRight) + (WALL_DASH | high_jump | (double_jump + wall_grab))
| (Summit22LowerLeft | Summit22LowerRight) + (high_jump | (double_jump + wall_grab))) 
+ Summit23Upper_Lever"
Summit 22,Summit22LowerLeft,Summit21Right,Summit22UpperLeft | Summit22UpperRight + WALL_DASH,In Progress,,"Added UpperRight + WALL_DASH (technically is only other entrance not blocked in base-game state)

(if being super technical though, all the entrances are technically ""blocked"".......)",Summit22UpperLeft,Summit22UpperLeft | Summit22UpperRight + WALL_DASH
Summit 22,Summit22LowerRight,Summit23LowerLeft,(Summit22LowerLeft + Summit21Right) + WALL_DASH,In Progress,,"if this is how multi-room transitions are supposed to be set, then good? Pending clarification",Pending clarification from 878 (also applies here),Summit21Right + WALL_DASH
Summit 22,Summit22UpperLeft,Summit25UpperRight,"Summit22LowerLeft + (high_jump | double_jump + wall_grab)
| Summit22UpperRight + WALL_DASH",In Progress,,,,"Summit22LowerLeft + (high_jump | double_jump + wall_grab)
| Summit22UpperRight + WALL_DASH"
Summit 22,Summit22UpperRight,Summit23UpperLeft,(Summit22UpperLeft + Summit25UpperRight) + WALL_DASH,In Progress,,,,Summit25UpperRight + WALL_DASH
Summit 23,Summit23CenterLeft,Summit22CenterRight,Summit23LowerRight + Summit23Left_Lever + wall_grab + (high_jump | double_jump + (dodge | wall_charge)),Done,Updated to match logic with UpperLever,,Summit23LowerRight + Summit23Left_Lever + (high_jump | wall_grab + double_jump + (dodge | wall_charge)),Summit23LowerRight + Summit23Left_Lever + wall_grab + (high_jump | double_jump + (dodge | wall_charge))
Summit 23,Summit23LowerLeft,Summit22LowerRight,None,Done,,,Thinking none,None
Summit 23,Summit23LowerRight,Summit17LowerLeft,Summit23CenterLeft + Summit23Upper_Lever + Summit23Left_Lever,Done,,,,Summit23CenterLeft + Summit23Upper_Lever + Summit23Left_Lever
Summit 23,Summit23UpperLeft,Summit22UpperRight,None,Done,,,,None
Summit 23,Summit23UpperRight,Summit17UpperLeft,None,Done,,,,None
Summit 24,Summit24CenterDoor,Summit16CenterDoor,"Summit24UpperLeft + (dodge + double_jump | wall_charge) + wall_grab 
| (Summit24CenterRight | Summit24HiddenRight) + WALL_DASH",Done,,,,"Summit24UpperLeft + (dodge + double_jump | wall_charge) + wall_grab 
| (Summit24CenterRight | Summit24HiddenRight | Summit24UpperRight) + WALL_DASH"
Summit 24,Summit24CenterLeft,Summit27CenterRight," ((Summit24CenterDoor | Summit24CenterRight | Summit24HiddenRight) + ((double_jump + dodge | wall_charge) + wall_grab)
| Summit24UpperLeft) 
+ Summit27Upper_Lever",Done,,,," ((Summit24CenterDoor | Summit24CenterRight | Summit24HiddenRight) + ((double_jump + dodge | wall_charge) + wall_grab)
| Summit24UpperLeft | Summit24UpperRight + WALL_DASH) 
+ Summit27Upper_Lever"
Summit 24,Summit24CenterRight,Summit25UpperLeft,"(Summit24CenterDoor + ((high_jump | double_jump) + WALL_DASH) | (high_jump + double_jump + dodge + wall_grab))
| Summit24UpperLeft + ((double_jump + dodge | wall_charge + (double_jump | high_jump)) + wall_grab)
| Summit24HiddenRight + (double_jump + wall_grab | high_jump)",Done,,"Split CenterDoor requirement to include high_jump (cannot reach with just dodge + double_jump + wall_grab)

CenterDoor | UpperLeft also require high_jump | double_jump with wall_charge; can make it to the HiddenRight area without, but then get stuck","(Summit24CenterDoor | Summit24UpperLeft) + ((double_jump + dodge | wall_charge) + wall_grab)
| Summit24HiddenRight + (double_jump + wall_grab | high_jump)","Summit24CenterDoor + ((high_jump | double_jump) + WALL_DASH | high_jump + double_jump + dodge + wall_grab)
| Summit24UpperLeft + ((double_jump + dodge | wall_charge + (double_jump | high_jump)) + wall_grab)
| Summit24HiddenRight + (double_jump + wall_grab | high_jump)
| Summit24UpperRight + WALL_DASH"
Summit 24,Summit24HiddenRight,Summit25LowerLeft,"Summit24UpperLeft + (double_jump + dodge | wall_charge) + wall_grab
| Summit24CenterDoor + (WALL_DASH | high_jump + double_jump + dodge + wall_grab)
| Summit24CenterRight",Done,,"Simplified version of CenterRight, without the high_jump | double_jump requirement with WALL_DASH","Summit24UpperLeft + (double_jump + dodge | wall_charge) + wall_grab
| Summit24CenterDoor + WALL_DASH
| Summit24CenterRight","Summit24UpperLeft + (double_jump + dodge | wall_charge) + wall_grab
| Summit24CenterDoor + (WALL_DASH | high_jump + double_jump + dodge + wall_grab)
| Summit24CenterRight | Summit24UpperRight + WALL_DASH"
Summit 24,Summit24LowerLeft,Summit27LowerRight,(Summit24UpperLeft | Summit24CenterRight | Summit24CenterDoor | Summit24HiddenRight) + WALL_DASH,Done,,,,(Summit24UpperLeft | Summit24CenterRight | Summit24CenterDoor | Summit24HiddenRight | Summit24UpperRight) + WALL_DASH
Summit 24,Summit24LowerRight,Summit21Left,(Summit24CenterRight | Summit24UpperLeft | Summit24CenterDoor | Summit24HiddenRight) + WALL_DASH,Done,,,,(Summit24CenterRight | Summit24UpperLeft | Summit24CenterDoor | Summit24HiddenRight | Summit24UpperRight) + WALL_DASH
Summit 24,Summit24UpperLeft,Summit27UpperRight,"(Summit24CenterDoor + (high_jump + double_jump + (wall_grab | dodge) | wall_charge))
| (Summit24CenterRight | Summit24HiddenRight) + WALL_DASH ",Unsure,Not sure to count high_jump + dodge interaction from Center door,"Updated CenterDoor, I do not think double_jump + dodge + wall_grab combination is sufficient","(Summit24CenterDoor + (dodge + double_jump | wall_charge) + wall_grab)
| (Summit24CenterRight | Summit24HiddenRight) + WALL_DASH ","(Summit24CenterDoor + (high_jump + double_jump + (wall_grab | dodge) | WALL_DASH))
| (Summit24CenterRight | Summit24HiddenRight | Summit24UpperRight) + WALL_DASH "
Summit 24,Summit24UpperRight,Summit26Left,(Summit24CenterRight + Summit25UpperLeft)  + (high_jump | double_jump | dodge) + WALL_DASH,Done,"Intended to WALL_DASH from CenterRight, added Dodge option",,(Summit24CenterRight + Summit25UpperLeft)  + (high_jump | double_jump) + WALL_DASH,Summit25UpperLeft + (high_jump | double_jump | dodge) + WALL_DASH
Summit 25,Summit25Lower,Summit28Upper,(Summit25LowerRight + (high_jump | (double_jump | dodge) + wall_grab)) + pile_attack,Done,or WALL_DASH? need to lab (cannot cancel WALL_DASH without double_jump into pile_attack),,,(Summit25LowerRight + (high_jump | (double_jump | dodge) + wall_grab)) + pile_attack
Summit 25,Summit25LowerLeft,Summit24HiddenRight,None,Done,,,,None
Summit 25,Summit25LowerRight,Summit22CenterLeft,None,Done,,,,None
Summit 25,Summit25UpperLeft,Summit24CenterRight,(Summit25LowerRight + Summit25Upper_Lever) + ((high_jump | double_jump | wall_charge) + wall_grab),Done,,Added WALL_DASH option,(Summit25LowerRight + Summit25Upper_Lever) + ((high_jump | double_jump) + wall_grab),(Summit25LowerRight + Summit25Upper_Lever) + ((high_jump | double_jump | wall_charge) + wall_grab)
Summit 25,Summit25UpperRight,Summit22UpperLeft,(Summit25LowerRight + Summit25Right_Lever) + (high_jump | WALL_DASH | double_jump + wall_grab),Done,,"Changed Lead to from Summit24CenterRight to Summit22UpperLeft

Added WALL_DASH option",(Summit25LowerRight + Summit25Right_Lever) + (high_jump | double_jump + wall_grab),(Summit25LowerRight + Summit25Right_Lever) + (high_jump | WALL_DASH | double_jump + wall_grab)
Summit 26,Summit26CenterDoor,Summit30CenterDoor,Summit26Left,Done,,,,Summit26Left
Summit 26,Summit26Left,Summit24UpperRight,Summit26CenterDoor,Done,,,,Summit26CenterDoor
Summit 27,Summit27CenterRight,Summit24CenterLeft,Summit27LowerRight + (dive + dodge | wall_grab + double_jump + dodge | high_jump + double_jump | WALL_DASH + (double_jump | high_jump)),Done,"as much as I want to include dash_underwater_charge, you cant use it without dodge, in which case dodge is sufficient
added high_jump option
Removed Upper_Lever",,Summit27LowerRight + Summit27Upper_Lever + (dive + (dodge | dash_underwater_charge) | double_jump + WALL_DASH),Summit27LowerRight + (dive + dodge | wall_grab + double_jump + dodge | high_jump + double_jump | WALL_DASH + (double_jump | high_jump))
Summit 27,Summit27LowerRight,Summit24LowerLeft,None,Done,,"NOTE, WALL_DASH is required to enter from Summit24LowerLeft, so some of the CenterRight / CenterRight_Lever logic is a bit moot",,None
Summit 27,Summit27UpperRight,Summit24UpperLeft,None,Done,,,,None
Summit 28,Summit28Upper,Summit25Lower,None,Done,,,,None
Summit 30,Summit30CenterDoor,Summit26CenterDoor,None,Done,,,,None
Swamp 1,Swamp01LowerLeft,Swamp02Upper,(Swamp01Upper | Swamp01LowerRight) + dive,Done,,,,(Swamp01Upper | Swamp01LowerRight) + dive
Swamp 1,Swamp01LowerRight,Swamp20Upper,Swamp01Upper | (Swamp01LowerLeft + double_jump) ,Done,,,,Swamp01Upper | (Swamp01LowerLeft + double_jump) 
Swamp 1,Swamp01Upper,Tower18Lower,"(Swamp01LowerRight + (double_jump | high_jump | wall_grab) 
| Swamp01LowerLeft + double_jump)
+ dive",Done,,,,"(Swamp01LowerRight + (double_jump | high_jump | wall_grab) 
| Swamp01LowerLeft + double_jump)
+ dive"
Swamp 2,Swamp02Left,Swamp03Right,Swamp02Upper,Done,as long as you dont fall into the basin of water,,,Swamp02Upper
Swamp 2,Swamp02Upper,Swamp01LowerLeft,Swamp02Left + dive,Done,,,,Swamp02Left + dive
Swamp 3,Swamp03Left,Swamp04Right,Swamp03Right,Done,,,,Swamp03Right
Swamp 3,Swamp03Right,Swamp02Left,Swamp03Left,Done,,,,Swamp03Left
Swamp 4,Swamp04HiddenLeft,Swamp19Right,"(Swamp04Right | Swamp04Lower) + (double_jump | wall_grab | dive + dodge) 
| (Swamp04Upper + (dodge | double_jump | wall_grab))",Done,,,,"(Swamp04Right | Swamp04Lower) + (double_jump | wall_grab | dive + dodge) 
| (Swamp04Upper + (dodge | double_jump | wall_grab))"
Swamp 4,Swamp04Lower,Swamp13Upper,(Swamp04Right | Swamp04HiddenLeft | Swamp04Upper) + dive,Done,,,,(Swamp04Right | Swamp04HiddenLeft | Swamp04Upper) + dive
Swamp 4,Swamp04Right,Swamp03Left,Swamp04Lower | Swamp04Upper | Swamp04HiddenLeft,Done,,,,Swamp04Lower | Swamp04Upper | Swamp04HiddenLeft
Swamp 4,Swamp04Upper,Swamp05Lower,(Swamp04Lower | Swamp04Upper | Swamp04HiddenLeft) + dive,Done,,,,(Swamp04Lower | Swamp04Upper | Swamp04HiddenLeft) + dive
Swamp 5,Swamp05Left,Swamp06Right,"Swamp05Lower + dive + (double_jump | high_jump | dodge + wall_grab) 
| Swamp05Right + (dive | pile_attack) + (double_jump | high_jump | dodge + wall_grab | hook + WALL_DASH)
",Done,"I would need to see the hook + wall_grab combo to understand
re-ordered parenthesis

added pile_attack from Right which could replace dive","Scenarios:
dive (always required)
high_jump | double_jump
dodge + wall_grab
hook + WALL_DASH","(Swamp05Lower + (double_jump | high_jump)) 
| (Swamp05Right + ((hook + wall_grab) | (double_jump | high_jump))
+ dive)","Swamp05Lower + dive + (double_jump | high_jump | dodge + wall_grab) 
| Swamp05Right + (dive | pile_attack) + (double_jump | high_jump | dodge + wall_grab | hook + WALL_DASH)"
Swamp 5,Swamp05Lower,Swamp04Upper,"(Swamp05Right 
| (Swamp05Left + (double_jump | high_jump | wall_grab | dodge + hook))) + dive",Done,"i absolutely hate it - there is a dodge + hook option
also re-ordered parenthesis",dive always required - right done...,"(Swamp05Right 
| (Swamp05Left + (double_jump | high_jump | wall_grab)) + dive)",(Swamp05Right | Swamp05Left + (double_jump | high_jump | wall_grab | dodge + hook)) + dive
Swamp 5,Swamp05Right,Swamp18Left,"(Swamp05Lower + (high_jump + (dodge + double_jump | WALL_DASH) | (hook + (dodge | double_jump)))) 
| (Swamp05Left + dive + (hook + (double_jump | ((high_jump | wall_grab) + dodge)) | (high_jump + dodge + double_jump)))",Done,Wall_dash added in conjunction with high_jump,"added dive to Lower, disingenuous to think its not required (although moot ultimately because required for other transitions anyway!)","(Swamp05Lower + (high_jump + (dodge + double_jump) | (hook + (dodge | double_jump)))) 
| (Swamp05Left + dive + (hook + (double_jump | ((high_jump | wall_grab) + dodge)) | (high_jump + dodge + double_jump)))","Swamp05Lower + dive + (high_jump + (dodge + double_jump | WALL_DASH) | (hook + (dodge | double_jump))) 
| Swamp05Left + dive + (hook + (double_jump | ((high_jump | wall_grab) + dodge)) | (high_jump + dodge + double_jump))"
Swamp 6,Swamp06Lower,Swamp07Upper,Swamp06Right + (hook | double_jump + dodge | high_jump | pile_attack + wall_grab) + dive,Done,"added wall_grab to pile_attack
also funny, pile_attack high enough (thru hook or WALL_DASH)? means dive is NOT required; potentially softlocks in next zone :) (should be able to warp to the respite though?)",,Swamp06Right + (hook | double_jump + dodge | high_jump | pile_attack) + dive,Swamp06Right + (hook | double_jump + dodge | high_jump | pile_attack + wall_grab) + dive
Swamp 6,Swamp06Right,Swamp05Left,Swamp06Lower + (high_jump | double_jump | hook + (WALL_DASH | (dodge + wall_grab))) + dive,Done,added hook capabilities,,Swamp06Lower + (high_jump | double_jump) + dive,Swamp06Lower + (high_jump | double_jump | hook + (WALL_DASH | (dodge + wall_grab))) + dive
Swamp 7,Swamp07Lower,Swamp08Upper,Swamp07Upper + dive,Done,for Future Transitions Logic : pile_attack + moon actually allows for no dive !,,,(Swamp07Upper | Swamp07Respite) + dive
Swamp 7,Swamp07Upper,Swamp06Lower,Swamp07Lower + dive,Done,,,,(Swamp07Lower | Swamp07Respite) + dive
Swamp 7,Swamp07Respite,,,,,,,(Swamp07Lower | Swamp07Upper) + dive
Swamp 8,Swamp08Lower,Swamp10UpperLeft,(Swamp08Upper | Swamp08Right) + dive,Done,,,,(Swamp08Upper | Swamp08Right) + dive
Swamp 8,Swamp08Right,Swamp09Left,Swamp08Upper | Swamp08Lower + dive + (wall_grab | double_jump | high_jump),Done,"no requirements from Upper :)
what about from Lower?",,Swamp08Upper + (dodge | double_jump | high_jump | WALL_DASH),Swamp08Upper | Swamp08Lower + dive + (wall_grab | double_jump | high_jump)
Swamp 8,Swamp08Upper,Swamp07Lower,(Swamp08Right | Swamp08Lower) + dive,Done,,,,(Swamp08Right | Swamp08Lower) + dive
Swamp 9,Swamp09Left,Swamp08Right,(Swamp09Right | Swamp09Lower) + (double_jump | high_jump),Done,dodge + pile_attack also gives enough height to reach,,,(Swamp09Right | Swamp09Lower) + (double_jump | high_jump)
Swamp 9,Swamp09Lower,Swamp10UpperRight,(Swamp09Right | Swamp09Left) + (dive | pile_attack),Done,,"can also pile_attack into the transition, which actually allows for getting the item in next area",(Swamp09Right | Swamp09Left) + dive,(Swamp09Right | Swamp09Left) + (dive | pile_attack)
Swamp 9,Swamp09Right,Swamp11UpperLeft,Swamp09Left | Swamp09Lower,Done,,,,Swamp09Left | Swamp09Lower
Swamp 10,Swamp10Left,Roots25Right,((Swamp10UpperLeft | Swamp10Right | (Swamp10UpperRight + Swamp10Upper_Lever))) + TORRENT,Done,,,,(Swamp10UpperLeft | Swamp10Right | Swamp10UpperRight + Swamp10Upper_Lever) + TORRENT
Swamp 10,Swamp10Right,Swamp11LowerLeft,(Swamp10UpperLeft + dive) | (Swamp10Left + TORRENT) | (Swamp10UpperRight + Swamp10Upper_Lever + dive),Done,,,,(Swamp10UpperLeft + dive) | (Swamp10Left + TORRENT) | (Swamp10UpperRight + Swamp10Upper_Lever + dive)
Swamp 10,Swamp10UpperLeft,Swamp08Lower,"((Swamp10Left + TORRENT) 
| (Swamp10Right | (Swamp10UpperRight + Swamp10Upper_Lever))
+ dive)",Done,,,,"((Swamp10Left + TORRENT) 
| (Swamp10Right | (Swamp10UpperRight + Swamp10Upper_Lever))
+ dive)"
Swamp 10,Swamp10UpperRight,Swamp09Lower,"((Swamp10Left + TORRENT) 
| (Swamp10UpperLeft | Swamp10Right) + dive)
 + Swamp10Upper_Lever",Done,"UpperRight leading to itself - updated to Right
might need parenthesis kept to avoid potential dive and torrent weird conflict?",,"((Swamp10Left + TORRENT) 
| (Swamp10UpperLeft | (Swamp10UpperRight + Swamp10Upper_Lever))
+ dive)","((Swamp10Left + TORRENT) 
| (Swamp10UpperLeft | Swamp10Right) + dive)
 + Swamp10Upper_Lever"
Swamp 11,Swamp11Lower,Swamp14Upper,"(Swamp11UpperLeft | Swamp11UpperRight) 
+ (Swamp11Left_Lever + Swamp11Right_Lever) 
+ pile_attack",Done,,"Updated to UpperLeft & UpperRight
Dive is not required once pile_attack into water - removed dive
(technically won't be able to hit Left_Lever without it, but alas)","(Swamp11LowerLeft | Swamp11LowerRight) 
+ (Swamp11Left_Lever + Swamp11Right_Lever) 
+ pile_attack + dive","(Swamp11UpperLeft | Swamp11UpperRight) 
+ (Swamp11Left_Lever + Swamp11Right_Lever) 
+ pile_attack"
Swamp 11,Swamp11LowerLeft,Swamp10Right,None,Done,,,,None
Swamp 11,Swamp11LowerRight,Swamp12LowerLeft,None,Done,,,,None
Swamp 11,Swamp11UpperLeft,Swamp09Right,Swamp10UpperRight,Done,,,,Swamp10UpperRight
Swamp 11,Swamp11UpperRight,Swamp12UpperLeft,Swamp10UpperLeft,Done,,,,Swamp10UpperLeft
Swamp 12,Swamp12LowerLeft,Swamp11LowerRight,"(Swamp12UpperLeft | Swamp12Upper) 
+ Swamp12Left_Lever + (dive | pile_attack)",Done,"I am very unsure about the inclusion of Left_Lever here. If you have pile_attack + dive, it is not required.","pile_attack is required to hit switch, in which case can access LowerLeft without dive. however, if have dive, dont need to hit switch?","(Swamp12UpperLeft | Swamp12Upper) 
+ Swamp12Left_Lever ","(Swamp12UpperLeft | Swamp12Upper) 
+ Swamp12Left_Lever + (dive | pile_attack)"
Swamp 12,Swamp12Upper,Swamp13Lower,Swamp12UpperLeft + (double_jump | high_jump | (hook + (dodge | WALL_DASH))) + dive,Done,"Unsure about adding LowerLeft to this and 2 below, since technically is a ""dead-end"" room that we have no logic for (from Swamp11)

Either it should be added to kept consistent with Swamp10, or Swamp10Right should be removed from other Swamp10 transitions?","Updated to UpperLeft, Added hook + WALL_DASH
Does this require Swamp12LowerLeft?
| Swamp12LowerLeft + (double_jump | high_jump | hook + WALL_DASH))","Swamp12Left 
+ (double_jump | high_jump | (hook + dodge)) 
+ dive",Swamp12UpperLeft + (double_jump | high_jump | (hook + (dodge | WALL_DASH))) + dive
